,text
1570,"""never been more proud funny when think it's running away during bushfires ""going footy"" when covid sports rort robotdebt being drunk back covid committee cabinet full criminals infinitum"
1571,"""never been more proud funny when think it's running away during bushfires ""going footy"" when covid sports rort robotdebt being drunk back covid committee cabinet full criminals infinitum"
1572,"""never been more proud funny when think it's running away during bushfires ""going footy"" when covid sports rort robotdebt being drunk back covid committee cabinet full criminals infinitum"
1573,"""never been more proud funny when think it's running away during bushfires ""going footy"" when covid sports rort robotdebt being drunk back covid committee cabinet full criminals infinitum"
1574,funny louisville fans care much about sports
1575,"great store always used dare friends order personal massager funny consumers building still here national sports now, bought couple jays hats there last week shoppe plaza still standing well"
1576,"""never been more proud funny when think it's running away during bushfires ""going footy"" when covid sports rort robotdebt being drunk back covid committee cabinet full criminals infinitum"
1577,"know sports fans like either worked barstool briefly fresh retirement when they were really explicitly racist, left pretty quickly doesn associate with them anymore funny, good takes sticks right"
1578,"""never been more proud funny when think it's running away during bushfires ""going footy"" when covid sports rort robotdebt being drunk back covid committee cabinet full criminals infinitum"
1579,"sooo yeah, give listen hear about overrated underrated athletes! click link find apple podcasts, spotify anchor! sports podcast humor funny"
1580,"scorpio really good sports loud, sometimes loud gives toxic advice scorpios manipulative immaculate music taste funny promise please doubt yourself push people away, stop that"
1581,"funny watching people bitching about that call with hill posting their bets demanding graded void bruh more that than your tickets combined lmao painful lose, that what happens betting sports"
1582,"""never been more proud funny when think it's running away during bushfires ""going footy"" when covid sports rort robotdebt being drunk back covid committee cabinet full criminals infinitum"
1583,"what's funny about sports don't upset when your team still support them, cheer them look positives build future it's when they're actually good, disappoint you, it's devastating sometimes soul crushing that's sports"
1584,"""never been more proud funny when think it's running away during bushfires ""going footy"" when covid sports rort robotdebt being drunk back covid committee cabinet full criminals infinitum"
